"guageid"	"guage"	"ag_load"	"geo_load"	"sqkm"	"ec0_10.sqkm"	"ec10_25.sqkm"	"ec25_50.sqkm"	"ec50_75.sqkm"	"ec75_90.sqkm"	"ec90_100.sqkm"	"ec75_100F.sqkm"	"ec0_75F.sqkm"	"ec0_75N.sqkm"	"ec75_100N.sqkm"	"sprg.load"	"ec75q.pct"	"ec50q.pct"	"ec.ave"	"ec.max"	"ec.75q"	"kw.ave"	"kw.max"	"kw.75q"	"ec90q.pct"	"kw75q.pct"	"bg.ave"	"flen.ave"	"facc.ave"	"bgm75q.pct"	"bgm90q.pct"	"bgm75q30p.pct"	"ec75q_kw75q.pct"	"ec75q_facc75q.pct"	"ec75q_f500m.pct"	"ec75q_bgm75q30p.pct"	"ec75q_bgm75q.pct"	"ec75q_bgm75q_kw75q.pct"	"ec75q_bgm75q_facc75q.pct"	"ec75q_bgm75q_f500m.pct"	"ec90q_bgm90q40p_kw90q_facc90q_f500m.pct"	"ec75q_bgm75q30p_kw75q_facc75q_f500m.pct"	"ec75q_bgm75q_kw75q_facc75q_f500m.pct"	"ec50q_bgm75q30p_kw50q_facc50q_f1000m.pct"	"Brock.ave"	"sar.ave"	"rock.ave"	"fs.ave"	"awc.ave"	"elev.ave"	"ppt.ave"	"pptratio.ave"	"protind.ave"	"slp.ave"	"sness.ave"	"exc.ave"	"cwd.ave"	"mlt.ave"	"rch.ave"	"sitename"	"flow_cfs"	"drainarea_sqmi"	"mean_ds_tonyr"	"mean_sum_Dsparam"	"adj_mean_ds_tonyr"	"mean_ds_conc_mgL"	"yield_tonsqmi"	"detrend_status"	"upstrmFrac"
9033300	9033300	641.907642167808	5602.6155008217	580.5417	506.4525	59.6286	2.3454	0	0	0	0	10.8036	0	0	0	0	0	0.414402751925064	1.51691138744354	0.459881901741028	0.151888172359537	0.288346946239471	0.167981147766113	0	0.0104612640228945	8.39244394723349	882.466971208378	4022.85039060072	0.315302931727385	0.0967093319911386	0.315380445539054	0	0	0	0	0	0	0	0	0	0	0	0	16.4768952603472	0.18300854868094	8.23204567871105	11.9251076257069	0.188269241223952	3060.56107316972	7193.04633681709	30912.5506065585	1227.64088913615	1348.81709807468	-1673.72325063548	41298.3348251771	21839.4849091463	37528.20948989	6267.53359418031	"FRASER RIVER BLW CROOKED CR AT TABERNASH CO"	122.65	"222"	9902	0.648	6414	53	"29"	"flow"	1.30164010872746
9034250	9034250	705.441716004369	7045.73222589474	2045.0523	1705.6377	251.2557	8.1342	0	0	0	0	37.6533	0	0	0	0	0	0.40316092641042	1.77863609790802	0.46293693780899	0.156819421262108	0.308167487382889	0.172529950737953	0	0.0149924283110021	8.470672719576	862.910802573715	3999.12416032993	0.269112481866601	0.110993347211707	0.269188616838797	0	0	0	0	0	0	0	0	0	0	0	0	18.2227628161981	0.184337714641064	8.18963235089414	12.386164445071	0.18107166059461	2984.17006309627	7076.26451930387	31454.0360325339	1314.74755437214	1421.40412135181	-142.409504803627	41406.4496712245	23675.5255575833	37922.0261072705	5363.86118959722	"COLORADO RIVER AT WINDY GAP, NEAR GRANBY, CO."	260.58	"780"	27956	0.594	16604	65	"21"	"flow and dissolved-solids"	2.76080291120432
9034500	9034500	764.800097154774	7130.19694256596	2138.6127	1786.8195	261.954	8.3637	0	0	0	0	39.0618	0	0	0	0	0	0.401797006003128	1.77863609790802	0.461486116051674	0.157288416904593	0.308167487382889	0.173396285623312	0	0.0147258079969318	8.37561153627357	858.44082175019	3998.9938681598	0.262984363648453	0.108473217240317	0.263063480358084	0	0	0	0	0	0	0	0	0	0	0	0	18.1479540715391	0.182975165712515	8.15348529823451	12.4068377317891	0.180961175045862	2972.78141678636	6993.49721919417	31633.440482368	1313.2619444768	1420.06206469223	-88.904132477997	40633.3421951739	24425.7934951985	37197.9467058822	5254.79949776917	"COLORADO RIVER AT HOT SULPHUR SPRINGS, CO."	228.11	"816"	15309	1	15309	68	"19"	"none"	3.01146508430772
9034900	9034900	0	5.37247670108094	14.4327	12.7503	1.6398	0	0	0	0	0	0	0	0	0	0	0	0.401390073214823	0.775282859802246	0.479462802410126	0.141806690200471	0.212452426552773	0.15901292860508	0	0	11.1362811933204	862.972856338733	4057.1117296767	0.246876883743167	0.0709638529173336	0.246876883743167	0	0	0	0	0	0	0	0	0	0	0	0	29.0860943181362	0.304658160365005	15.4937530297545	12.0161404026346	0.148950760933981	3593.84698157657	8121.34184985942	30528.1529736997	2194.18408382042	2312.74210851938	-2145.92438890279	53243.4139000348	6948.35629399602	48936.2128909915	14515.5042040622	"BOBTAIL CREEK NEAR JONES PASS, CO"	13	"5"	419	0.668	280	22	"52"	"flow"	1
9035500	9035500	0	7.58321349288882	42.7282	40.1283	2.4975	0	0	0	0	0	0	0	0	0	0	0	0.36107248033908	0.799801468849182	0.433613866567612	0.139263269129324	0.212452426552773	0.158587846904993	0	0	10.8448967526709	853.454309361936	4057.03106557233	0.290653479435127	0.100851428330704	0.290653479435127	0	0	0	0	0	0	0	0	0	0	0	0	26.1355654178097	0.281948189095741	14.2685343938816	11.7952637017606	0.153253268627946	3521.1487915302	7737.41248114794	31373.2700527486	2056.49747128034	2195.79988866907	-657.482917834039	49429.4005594543	10532.7181193326	45287.707594358	12723.9350207338	"WILLIAMS FORK BELOW STEELMAN CREEK, CO."	26.91	"16"	539	0.668	360	14	"22"	"flow"	1
9035700	9035700	0	26.3482839713092	91.5538	86.9958	4.4532	0.0081	0	0	0	0	0	0	0	0	0	0	0.348669067682414	1.10922050476074	0.403487622737885	0.135996120782509	0.26170688867569	0.152807578444481	0	0.00132708855339702	10.8622009663547	995.17137543176	4105.7261502774	0.413845192662675	0.142519480349259	0.413845192662675	0	0	0	0	0	0	0	0	0	0	0	0	23.4689158009926	0.235366033542319	12.7624747278061	12.0404871406373	0.166417852119404	3382.64356931638	7636.44060566652	31441.6453119311	1837.64387081094	2025.55313855088	-764.251192588495	44874.1968061114	12949.5360847014	40921.1880263418	7347.76713800583	"WILLIAMS FORK ABOVE DARLING CREEK, NEAR LEAL, CO"	55.54	"35"	1716	0.668	1146	21	"33"	"flow"	1
9035800	9035800	0	3.18884412969357	22.9349	22.5207	0.4113	0	0	0	0	0	0	0	0	0	0	0	0.370834949095054	0.817950963973999	0.411089859902859	0.134074331080216	0.240492880344391	0.14898919314146	0	0	10.9779434850863	864.769309262166	3995.12483244556	0.513632062925934	0.200994990167823	0.513632062925934	0	0	0	0	0	0	0	0	0	0	0	0	24.0759020633029	0.201798930074259	10.3228389899248	12.2531067573669	0.169703994572654	3333.34824566564	7843.0495219328	32450.155257187	1603.53006771416	1794.13334422643	782.411637013601	44026.3458024676	18332.8257921923	40280.4706939266	3485.08954208904	"DARLING CREEK NEAR LEAL, CO."	11.82	"9"	460	0.668	307	26	"35"	"flow"	1
9035880	9035880	0	1.49763036889074	56.6227	53.6571	2.9691	0	0	0	0	0	0	0	0	0	0	0	0.385575669912804	0.846538424491882	0.447595208883286	0.135663711837755	0.231770411133766	0.154355626553297	0	0	13.3078610254617	946.062621189485	4036.50769436043	0.509694875023621	0.27578868545654	0.509694875023621	0	0	0	0	0	0	0	0	0	0	0	0	23.0110857246568	0.232419086800472	13.748394789678	11.5532595617772	0.15405566733256	3397.69921868015	7636.01313151238	31032.5604321423	1804.38893433623	1994.6217438059	-1064.01943275182	46384.7590676059	12422.9691763289	42266.9973507805	2932.66729780888	"S. FK. WILLIAMS FORK BLW OLD BALDY MT NR LEAL, CO"	44.57	"22"	1659	0.648	1075	24	"50"	"none"	1
9035900	9035900	0	6.21786538235592	71.0115	67.4712	3.5343	0	0	0	0	0	0	0	0	0	0	0	0.374377005247307	0.846538424491882	0.43737305700779	0.135437107820804	0.247654527425766	0.152744807302952	0	0	13.1132517903543	939.695215159389	4036.79691499023	0.554829851502926	0.300399231110454	0.554829851502926	0	0	0	0	0	0	0	0	0	0	0	0	21.5632274533687	0.218260577979796	12.8506861016493	11.8616111684657	0.158476674020332	3348.4746359908	7722.61084650312	31438.0143737572	1789.81809926839	1982.89879471027	-1083.5809420157	44767.9451830509	14294.6823188885	40714.9851866504	2563.84837252449	"SOUTH FORK OF WILLIAMS FORK NEAR LEAL, CO"	40.69	"27"	2282	0.645	1472	37	"54"	"flow and dissolved-solids"	1
9036000	9036000	0	236.047430734861	232.0771	219.276	12.6	0.0954	0	0	0	0	0	0	0	0	0	0	0.365707466118807	1.1347279548645	0.418397828936577	0.136053326871782	0.293029218912125	0.151251833885908	0	0.00167530531879276	11.5386582139005	947.560994157038	4061.07488898822	0.501730674849005	0.221535860280915	0.501730674849005	0	0	0	0	0	0	0	0	0	0	0	0	22.3460462455882	0.215756987128297	11.7267732176436	12.0961463969375	0.167955507057461	3318.33422940601	7719.54111505216	31879.9754275633	1756.15042671181	1931.93916348625	-835.489269614652	43691.6023676395	15286.610567534	39782.5270556681	4410.86761540248	"WILLIAMS FORK NEAR LEAL, CO."	121.19	"88"	6277	0.675	4236	35	"48"	"flow and dissolved-solids"	1
9037500	9037500	5.69646857157239	264.742316560331	476.4441	434.4021	35.9586	2.0304	0	0	0	0	1.8171	0	0	0	0	0	0.373402820565342	1.74616813659668	0.424026116728783	0.14778189280253	0.293029218912125	0.162966445088387	0	0.0144016895161468	9.69292930059724	905.954141133111	4002.82723172186	0.402894064592258	0.164266909801171	0.403028183159368	0	0	0	0	0	0	0	0	0	0	0	0	20.2276595457304	0.177797381195676	9.34644207888832	12.2525934887737	0.176916787190863	3087.74618974455	6809.02840526626	34219.4558154902	1405.26004048915	1548.23220253582	-1386.50315158842	35049.8651453239	21821.5610255928	31773.2872381931	2850.32320417387	"WILLIAMS FORK NEAR PARSHALL, CO"	136.82	"182"	9183	0.68	6248	46	"34"	"flow"	1
9038500	9038500	49.1085508174607	312.080047628012	599.7432	527.3478	52.6869	2.5497	0	0	0	0	9.4176	0	0	0	0	0	0.385253823808711	1.74616813659668	0.436773285269737	0.156877870044039	0.309316396713257	0.176181670278311	0	0.0281280388006067	8.80424078333483	875.307750192687	3990.29448393741	0.336691604006515	0.132896879864582	0.336798149608032	0	0	0	0	0	0	0	0	0	0	0	0	19.1385518524864	0.176460362464932	8.65169945959463	12.2317204764674	0.179745095369486	2993.62591674906	6329.09124508668	35182.5097369458	1282.33568305115	1415.01062076937	-1651.81616496211	31330.3743565466	26100.109535908	28285.2611883119	2470.32634743998	"WILLIAMS FORK BELOW WILLIAMS FORK RESERVOIR, CO"	149.49	"227"	14782	0.657	9716	66	"43"	"flow"	1
9039000	9039000	0	8.96571312080202	115.892	109.6272	5.5575	0.0288	0	0	0	0	0	0	0	0	0	0	0.372748578026258	1.22473967075348	0.418060958385468	0.140497352743805	0.240888640284538	0.151306718587875	0	0	7.25514978713432	826.891364293247	3914.05533972345	0.240826804266041	0.0732552721499327	0.24097435543437	0	0	0	0	0	0	0	0	0	0	0	0	17.9806066131811	0.156125737897604	9.15044973458749	12.339845751349	0.166540256359647	3010.98813311024	7690.52560614921	26487.7305773188	1478.65252167656	1620.12861027734	1693.15780743159	43315.8456748636	30057.8617164219	39166.9756855476	2254.0580215503	"TROUBLESOME CREEK NEAR PEARMONT, CO."	31.06	"44"	2381	0.668	1589	52	"36"	"none"	1
9041000	9041000	5044.11405675073	566.597889911934	227.707	5.0382	153.5958	62.9802	0	0	0	0	4.5441	0	0	0	0	0	0.907953421004376	1.94356274604797	1.04282557964325	0.186219986562537	0.31590935587883	0.214043863117695	0	0.0617807094204394	4.37511689820803	850.540915367687	4020.39557380092	0.119850070485317	0.0485083901680669	0.11985402293298	0	0	0	0	0	0	0	0	0	0	0	0	17.6409469604223	0.0861775119537507	5.82389074457692	10.0461179455759	0.204366978581121	2683.03705093658	7337.36150171184	23902.4388613589	700.965102058346	764.645426782967	663.989922838819	40202.2056210074	30965.7511231726	36205.6816544309	8914.46232621751	"MUDDY CREEK NEAR KREMMLING, CO."	131.3	"86"	11442	0.668	7638	59	"88"	"none"	1
9041090	9041090	5269.21820366572	760.845910116663	375.6818	35.865	259.9929	70.7616	0	0	0	0	7.2666	0	0	0	0	0	0.817400506125149	1.94356274604797	0.956514775753021	0.190581141973233	0.322227448225021	0.22462072968483	0	0.0961467923120045	5.06851230896254	894.570872519733	4024.10749196386	0.087151147593522	0.0322741213441801	0.0872014561259023	0	0	0	0	0	0	0	0	0	0	0	0	16.016253099792	0.125801973498082	5.85278807104747	10.3061850428459	0.196566266462202	2646.7129314014	6531.36206311564	27050.3122372633	721.967795040793	785.903626471264	1006.76688703891	34227.6411914938	35243.747691068	30760.3312618144	7414.1410022956	"MUDDY CREEK ABOVE ANTELOPE CREEK NR. KREMMLING, CO"	82.26	"144"	12537	0.621	7782	96	"54"	"flow and dissolved-solids"	1
9041400	9041400	5467.32779013471	814.532114818947	701.4905	178.3269	398.9448	98.9937	0	0	0	0	17.28	0	0	0	0	0	0.731455574384041	2.15312528610229	0.888394802808762	0.197665714184145	0.33250966668129	0.23175947368145	0	0.126740704257577	6.68239281811977	930.761976937631	4021.06090041582	0.0815976837890178	0.0246640546094352	0.0820749532602366	0	0	0	0	0	0	0	0	0	0	0	0	14.8297782467224	0.16829248188725	6.12407965629162	10.9795011761681	0.188760368431871	2625.92661949648	5957.9198741333	30492.4874322961	705.293369044303	769.81884413151	460.224662485629	30013.6242000858	39194.6927876808	26768.1753688015	6377.0320621998	"MUDDY CRK BLW WOLFORD MTN RESER. NR KREMMLING, CO"	86.91	"267"	45711	0.657	30034	351	"112"	"flow and dissolved-solids"	1
9041500	9041500	5467.32779013471	816.231879296899	747.8749	197.2314	417.1077	108.3042	0	0	0	0	17.28	0	0	0	0	0	0.729705690204633	2.3583505153656	0.88995099067688	0.199782405945724	0.33250966668129	0.233561784029007	0	0.131494184388325	7.21364930662408	927.632614758854	4020.40852236823	0.082663424056617	0.0241909442341226	0.0832976210326085	0	0	0	0	0	0	0	0	0	0	0	0	14.9170953110131	0.179704162567236	6.11935883354737	11.1647026510432	0.186480330157023	2611.95477286228	5812.30880116161	31178.8254474577	701.323545044047	764.804681560428	586.993843818623	28842.4198977188	40271.3422478953	25665.759443464	6018.84568637306	"MUDDY CREEK AT KREMMLING, CO."	140.78	"287"	41458	0.679	28152	203	"98"	"none"	1
9046490	9046490	0	337.807047284071	109.9756	91.4949	17.1378	0.0702	0	0	0	0	0	0	0	0	0	0	0.348407112193355	1.11713123321533	0.444496631622314	0.149855464031902	0.261303186416626	0.167499557137489	0	0.000171856302670774	12.6886710438073	846.259800796483	4065.7538634176	0.337640349313848	0.15121717908336	0.337640349313848	0	0	0	0	0	0	0	0	0	0	0	0	22.14974161023	0.213232094600993	13.3812130000842	11.6214524489707	0.157132372393584	3546.70635185217	7690.03558586764	29025.7415088602	1697.37615537622	1801.28150672342	-951.248957535791	50220.0253740109	13756.1418381792	46348.136090939	6819.88002597755	"BLUE RIVER AT BLUE RIVER, CO."	36.1	"42"	3700	0.554	2050	58	"49"	"flow"	1.39279182534131
9046530	9046530	0	5.83095623737012	28.3955	24.5808	3.7575	0.0252	0	0	0	0	0	0	0	0	0	0	0.376814096136716	1.22319805622101	0.458621695637703	0.144271070756374	0.259707659482956	0.160059720277786	0	0.00190170977795777	12.812882754244	897.083039822307	4032.17488247319	0.43942173936011	0.162406015037594	0.439675300663838	0	0	0	0	0	0	0	0	0	0	0	0	20.5325004450238	0.179361975499715	11.5470688854231	11.9792789832195	0.161229812681874	3362.25130514332	6616.76185165422	32261.2436041121	1550.71789636787	1662.79951331523	-2652.37858360741	41195.9833619036	13969.5278695258	37605.9949913484	9758.60929694788	"FRENCH GULCH AT BRECKENRIDGE, CO"	15.27	"11"	1880	0.61	1147	76	"106"	"none"	1
9046600	9046600	0	375.713246125168	317.6543	278.2899	36.6372	1.1835	0	0	0	0	0	0	0	0	0	0	0.362618554910644	1.32329297065735	0.434182114899158	0.149408600580557	0.286448895931244	0.164742298424244	0	0.00614535990855468	11.2482155821601	882.179949720559	4045.54330844437	0.356535705639747	0.133367626378739	0.356626370239597	0	0	0	0	0	0	0	0	0	0	0	0	17.6776685172786	0.167740189229834	11.4297597961196	11.906823747063	0.165882126121575	3347.75616559672	6652.94618310468	31985.0517999376	1435.76578171462	1553.84972550978	-1469.73346578114	40801.336857708	16403.0872117949	37454.9039690369	5199.72897185346	"BLUE RIVER NEAR DILLON, CO"	164.65	"122"	8873	0.915	8118	50	"67"	"flow and dissolved-solids"	1.08612007698798
9047500	9047500	0	729.328445011187	150.4147	119.5047	29.9205	0.0963	0	0	0	0	0	0	0	0	0	0	0.454453523562215	1.23678290843964	0.516471236944199	0.145676985709382	0.248157471418381	0.16327565908432	0	5.98345773385181e-06	12.0934480994372	891.374159569025	4065.95456476032	0.365188375870178	0.127202327963956	0.365230260074315	0	0	0	0	0	0	0	0	0	0	0	0	25.8611424622887	0.261553487923874	14.7458538796859	11.9029025732048	0.148025072136721	3502.35003921886	7044.58162935075	32506.3726659136	1861.23003568927	1996.939653347	331.355616299826	47442.8866661067	16525.7263109932	43723.5699599195	3791.80760295018	"SNAKE RIVER NEAR MONTEZUMA, CO"	80.03	"57"	5410	0.585	3163	40	"55"	"flow"	1
9047700	9047700	0	2.80837891662982	23.6607	18.9054	4.7646	0	0	0	0	0	0	0	0	0	0	0	0.460534270549682	0.926486313343048	0.518301784992218	0.133814658797399	0.211100772023201	0.142649743705988	0	0	9.88349809885931	746.28144486692	3961.76832484256	0.367520825672951	0.0957410389379858	0.367520825672951	0	0	0	0	0	0	0	0	0	0	0	0	20.8836780389271	0.208391235669076	10.8950873956843	12.6939062373992	0.166342972773676	3314.06718731434	6083.7744500802	34598.1231930252	1483.70293394175	1705.0390130212	-757.52730876952	39043.0118571025	25644.6418486365	35692.5193584393	1589.88271614336	"KEYSTONE GULCH NEAR DILLON, CO."	7.87	"9"	436	0.668	291	38	"33"	"flow"	1
9050100	9050100	0	947.569136650883	224.2345	193.5252	28.6092	0.1287	0	0	0	0	0	0	0	0	0	0	0.372048469147811	1.23816788196564	0.44861689209938	0.142271341416287	0.260980933904648	0.15833143889904	0	0.000260887597581996	11.7519527374768	939.242564615466	4078.76592306962	0.357456145240808	0.141678020108413	0.357777237668601	0	0	0	0	0	0	0	0	0	0	0	0	20.4318146166574	0.217209096189137	11.9926309802597	11.2235668652833	0.167903573819809	3416.65836964531	7471.59236365936	29004.9069764637	1571.9060909436	1723.00876129347	-939.550292384601	48620.9164808148	9713.05102071723	44460.9080204024	3290.2169909657	"TENMILE CREEK BL NORTH TENMILE C, AT FRISCO, CO."	123.18	"91"	45072	0.668	30088	248	"330"	"flow"	1
