"guage"	"guageid.x"	"ag_load"	"geo_load"	"sqkm"	"ec0_10.sqkm"	"ec10_25.sqkm"	"ec25_50.sqkm"	"ec50_75.sqkm"	"ec75_90.sqkm"	"ec90_100.sqkm"	"ec75_100F.sqkm"	"ec0_75F.sqkm"	"ec0_75N.sqkm"	"ec75_100N.sqkm"	"sprg.load"	"ec75q.pct"	"ec50q.pct"	"ec.ave"	"ec.max"	"ec.75q"	"kw.ave"	"kw.max"	"kw.75q"	"ec90q.pct"	"kw75q.pct"	"bg.ave"	"flen.ave"	"facc.ave"	"bgm75q.pct"	"bgm90q.pct"	"bgm75q30p.pct"	"ec75q_kw75q.pct"	"ec75q_facc75q.pct"	"ec75q_f500m.pct"	"ec75q_bgm75q30p.pct"	"ec75q_bgm75q.pct"	"ec75q_bgm75q_kw75q.pct"	"ec75q_bgm75q_facc75q.pct"	"ec75q_bgm75q_f500m.pct"	"ec90q_bgm90q40p_kw90q_facc90q_f500m.pct"	"ec75q_bgm75q30p_kw75q_facc75q_f500m.pct"	"ec75q_bgm75q_kw75q_facc75q_f500m.pct"	"ec50q_bgm75q30p_kw50q_facc50q_f1000m.pct"	"Brock.ave"	"sar.ave"	"rock.ave"	"fs.ave"	"awc.ave"	"elev.ave"	"ppt.ave"	"pptratio.ave"	"protind.ave"	"slp.ave"	"sness.ave"	"exc.ave"	"cwd.ave"	"mlt.ave"	"rch.ave"	"sitename"	"flow_cfs"	"drainarea_sqmi"	"mean_ds_tonyr"	"mean_sum_Dsparam"	"adj_mean_ds_tonyr"	"mean_ds_conc_mgL"	"yield_tonsqmi"	"detrend_status"	"upstrmFrac"	"div_adj_load_tonsyr"	"ec0_10.pct"	"ec10_25.pct"	"ec25_50.pct"	"ec50_75.pct"	"ec75_90.pct"	"ec90_100.pct"	"ec0_75F.pct"	"ec75_100F.pct"	"ec0_75N.pct"	"ec75_100N.pct"	"sprg_load.persqkm"	"cal_tonsyr.div"	"cal_tonsyr"	"guageid.y"	"cal_tonsyrsqkm"	"cal_tonsyr.divsqkm"
9033300	9033300	359.192919909832	521.129089975416	162.5949	118.1556	35.0946	1.7343	0	0	0	0	7.4268	0	0	0	0	0	0.477140197148719	1.43322455883026	0.549689471721649	0.176405017599167	0.288346946239471	0.202364817261696	0	0.0336541921056564	5.88733049978665	930.972336900203	4035.05942672631	0.167014463553285	0.0574280005092411	0.167291225001522	0	0	0	0	0	0	0	0	0	0	0	0	12.0071757783608	0.127994033636344	5.56736540431969	11.4352748703555	0.202489228430544	2762.8189859553	5342.93935973688	32983.8664593898	803.767642825818	860.672466982075	-2496.30621771949	27296.646434664	30696.7288596392	24794.1667617883	2643.07568775313	"FRASER RIVER BLW CROOKED CR AT TABERNASH CO"	122.65	"222"	9902	0.648	6414	53	"29"	"flow"	1	6414	0.726686999407731	0.21584071825131	0.0106663862150658	0	0	0	0.045676709417085	0	0	0	0	2654	2654	9033300	16.3227751915958	16.3227751915958
9034250	9034250	63.5340738365609	880.949167979243	1325.2654	1073.9871	179.8794	4.6179	0	0	0	0	26.8497	0	0	0	0	0	0.409429649736251	1.77863609790802	0.47169229388237	0.159966985153535	0.308167487382889	0.176480114459991	0	0.0184561522544843	8.11101580928868	837.559905364123	3975.82373265355	0.228980700771332	0.100356049437343	0.229027559310007	0	0	0	0	0	0	0	0	0	0	0	0	18.8639853574739	0.181972303731992	8.06974171038806	12.5871778263943	0.180400218432775	2924.88690059969	6873.17590420331	32320.4641820106	1316.97027864645	1415.08906486134	396.466303113332	39465.6530823168	25717.4669626319	36225.5088376273	5021.05989718166	"COLORADO RIVER AT WINDY GAP, NEAR GRANBY, CO."	260.58	"780"	27956	0.594	16604	65	"21"	"flow and dissolved-solids"	2.55220446737109	42376.8029762296	0.810393978443865	0.13573085059038	0.00348450959332372	0	0	0	0.020259866438828	0	0	0	0	33558.8029762296	7786	9034250	5.87504963156814	25.3223263628777
9034500	9034500	59.3583811504049	84.4647166712179	93.5604	81.1818	10.6983	0.2295	0	0	0	0	1.4085	0	0	0	0	0	0.372588784826645	1.49178338050842	0.417244613170624	0.167331912392492	0.290063887834549	0.192296594381332	0	0.00889799530570626	6.33982619407366	762.713826521283	3996.20359266619	0.129035361114318	0.0533879718342376	0.129179652930086	0	0	0	0	0	0	0	0	0	0	0	0	16.5587227126926	0.153796314618229	7.37939972600052	12.8495541305455	0.178595137902202	2728.88755369971	5220.99186502968	35475.4813302686	1281.44682558071	1391.32121399944	1056.94161575847	24129.5894038274	40441.9839386394	21740.8106516984	2926.62746904785	"COLORADO RIVER AT HOT SULPHUR SPRINGS, CO."	228.11	"816"	15309	1	15309	68	"19"	"none"	1	15309	0.867694024394936	0.114346454269114	0.00245296086805956	0	0	0	0.0150544461118165	0	0	0	0	-1295	-1295	9034500	-13.8413260310986	-13.8413260310986
9034900	9034900	0	5.37247670108094	14.4327	12.7503	1.6398	0	0	0	0	0	0	0	0	0	0	0	0.401390073214823	0.775282859802246	0.479462802410126	0.141806690200471	0.212452426552773	0.15901292860508	0	0	11.1362811933204	862.972856338733	4057.1117296767	0.246876883743167	0.0709638529173336	0.246876883743167	0	0	0	0	0	0	0	0	0	0	0	0	29.0860943181362	0.304658160365005	15.4937530297545	12.0161404026346	0.148950760933981	3593.84698157657	8121.34184985942	30528.1529736997	2194.18408382042	2312.74210851938	-2145.92438890279	53243.4139000348	6948.35629399602	48936.2128909915	14515.5042040622	"BOBTAIL CREEK NEAR JONES PASS, CO"	13	"5"	419	0.668	280	22	"52"	"flow"	1	280	0.883431374586876	0.113616994741109	0	0	0	0	0	0	0	0	0	280	280	9034900	19.40038939353	19.40038939353
9035500	9035500	0	2.21073679180788	28.2955	27.378	0.8577	0	0	0	0	0	0	0	0	0	0	0	0.34052493969935	0.799801468849182	0.405330717563629	0.13796703480342	0.197792455554008	0.158251583576202	0	0	10.696394989322	848.603257578172	4056.98995575291	0.31298262974678	0.116096199042251	0.31298262974678	0	0	0	0	0	0	0	0	0	0	0	0	24.5777261946909	0.270374232807714	13.6441114579503	11.682695647374	0.155446007464487	3484.09873700396	7541.74593104665	31803.9772524718	1986.32658395993	2136.20121614217	101.089443142542	47485.6189860459	12359.4596239801	43428.2758795755	11810.8760314043	"WILLIAMS FORK BELOW STEELMAN CREEK, CO."	26.91	"16"	539	0.668	360	14	"22"	"flow"	1	360	0.967574349278154	0.0303122404622643	0	0	0	0	0	0	0	0	0	80	80	9035500	2.82730469509286	2.82730469509286
9035700	9035700	0	18.7650704784204	48.8256	46.8675	1.9557	0.0081	0	0	0	0	0	0	0	0	0	0	0.33784188537884	1.10922050476074	0.382002681493759	0.133144162878426	0.26170688867569	0.14304356276989	0	0.00248844868265828	10.8773061540446	1118.87898335699	4148.23304527346	0.521652575697995	0.178983975619347	0.521652575697995	0	0	0	0	0	0	0	0	0	0	0	0	21.2773081416081	0.194703555865316	11.4478056914667	12.2545474925197	0.177909475381332	3261.73964291996	7548.30027415997	31501.3314174179	1646.60226833695	1876.94140957402	-857.451314764813	40897.8700618051	15059.2239125539	37109.5674100087	2654.80469515488	"WILLIAMS FORK ABOVE DARLING CREEK, NEAR LEAL, CO"	55.54	"35"	1716	0.668	1146	21	"33"	"flow"	1	1146	0.959896038143924	0.0400548073141958	0.000165896578843885	0	0	0	0	0	0	0	0	786	786	9035700	16.0981124655918	16.0981124655918
9035800	9035800	0	3.18884412969357	22.9349	22.5207	0.4113	0	0	0	0	0	0	0	0	0	0	0	0.370834949095054	0.817950963973999	0.411089859902859	0.134074331080216	0.240492880344391	0.14898919314146	0	0	10.9779434850863	864.769309262166	3995.12483244556	0.513632062925934	0.200994990167823	0.513632062925934	0	0	0	0	0	0	0	0	0	0	0	0	24.0759020633029	0.201798930074259	10.3228389899248	12.2531067573669	0.169703994572654	3333.34824566564	7843.0495219328	32450.155257187	1603.53006771416	1794.13334422643	782.411637013601	44026.3458024676	18332.8257921923	40280.4706939266	3485.08954208904	"DARLING CREEK NEAR LEAL, CO."	11.82	"9"	460	0.668	307	26	"35"	"flow"	1	307	0.981940187225582	0.0179333679239936	0	0	0	0	0	0	0	0	0	307	307	9035800	13.3857134759689	13.3857134759689
9035880	9035880	0	1.49763036889074	56.6227	53.6571	2.9691	0	0	0	0	0	0	0	0	0	0	0	0.385575669912804	0.846538424491882	0.447595208883286	0.135663711837755	0.231770411133766	0.154355626553297	0	0	13.3078610254617	946.062621189485	4036.50769436043	0.509694875023621	0.27578868545654	0.509694875023621	0	0	0	0	0	0	0	0	0	0	0	0	23.0110857246568	0.232419086800472	13.748394789678	11.5532595617772	0.15405566733256	3397.69921868015	7636.01313151238	31032.5604321423	1804.38893433623	1994.6217438059	-1064.01943275182	46384.7590676059	12422.9691763289	42266.9973507805	2932.66729780888	"S. FK. WILLIAMS FORK BLW OLD BALDY MT NR LEAL, CO"	44.57	"22"	1659	0.648	1075	24	"50"	"none"	1	1075	0.947625245705344	0.0524365669598942	0	0	0	0	0	0	0	0	0	1075	1075	9035880	18.9853186089678	18.9853186089678
9035900	9035900	0	4.72023501346517	14.3888	13.8141	0.5652	0	0	0	0	0	0	0	0	0	0	0	0.330276261464133	0.809026598930359	0.372657299041748	0.134544733060931	0.247654527425766	0.145204588770866	0	0	12.3468736308443	914.620141453339	4037.93587622112	0.732444679194929	0.397246469476259	0.732444679194929	0	0	0	0	0	0	0	0	0	0	0	0	16.1203243119714	0.162503861576256	9.31547703653147	13.0759108736435	0.175886757188713	3154.62646088603	8063.63575930195	33034.7065624364	1732.43762729003	1936.73340000545	-1160.61486827624	38400.8740189755	21665.5559186609	34603.1055257167	1111.42619432809	"SOUTH FORK OF WILLIAMS FORK NEAR LEAL, CO"	40.69	"27"	2282	0.645	1472	37	"54"	"flow and dissolved-solids"	1	1472	0.960059212721005	0.0392805515400867	0	0	0	0	0	0	0	0	0	397	397	9035900	27.5909040364728	27.5909040364728
9036000	9036000	0	200.292437251502	46.5769	42.2883	4.2012	0.0873	0	0	0	0	0	0	0	0	0	0	0.38342259703027	1.1347279548645	0.419261083006859	0.138079425194202	0.293029218912125	0.145094271749258	0	0.00573889631984954	10.7425606739836	906.827948678312	4042.88045550417	0.587666847729239	0.266733080131997	0.587666847729239	0	0	0	0	0	0	0	0	0	0	0	0	20.5268174352504	0.180308672202526	8.6709335472433	12.4857032224225	0.184564257013554	3138.71730012491	7817.22642176721	33133.7048158314	1619.9484137461	1738.28237026526	-1393.72981599216	39563.8122651434	19888.0131630582	35880.001987544	1915.59430978058	"WILLIAMS FORK NEAR LEAL, CO."	121.19	"88"	6277	0.675	4236	35	"48"	"flow and dissolved-solids"	1	4236	0.907924314413368	0.09019921892612	0.00187431967348621	0	0	0	0	0	0	0	0	1311	1311	9036000	28.1469999076796	28.1469999076796
9037500	9037500	5.69646857157239	28.6948858254695	244.367	215.1261	23.3586	1.935	0	0	0	0	1.8171	0	0	0	0	0	0.380772064810887	1.74616813659668	0.431926421821117	0.159013430945982	0.292468309402466	0.178956180810928	0	0.0264880282525873	7.92556886783691	866.113888734095	3947.05273308797	0.309028223941858	0.109878175040001	0.309289715878167	0	0	0	0	0	0	0	0	0	0	0	0	18.2518976025708	0.141446410031764	7.06698352130886	12.402410737512	0.185498310305176	2866.94877218875	5937.1754884037	36459.6033480122	1069.26823780559	1180.81719610086	-1914.12133315509	26775.0506116454	28079.0416265506	24104.11467018	1356.03852017078	"WILLIAMS FORK NEAR PARSHALL, CO"	136.82	"182"	9183	0.68	6248	46	"34"	"flow"	1	6248	0.880340225971592	0.095588193168472	0.00791841778963608	0	0	0	0.00743594675222104	0	0	0	0	2012	2012	9037500	8.23351761899111	8.23351761899111
9038500	9038500	43.4120822458883	47.3377310676814	123.2991	92.9457	16.7283	0.5193	0	0	0	0	7.6005	0	0	0	0	0	0.43296298096496	1.6800948381424	0.498101800680161	0.193495985725316	0.309316396713257	0.226829554885626	0	0.0811684756823042	5.22644825109641	751.927705872465	3939.83859240665	0.0808765027481952	0.0116789173643603	0.0808765027481952	0	0	0	0	0	0	0	0	0	0	0	0	14.8050990548868	0.171077861470208	5.85484048264896	12.1476909809056	0.191131152449147	2614.70484000013	4396.90065830633	39059.6917432365	787.45154813887	878.670642117166	-2719.94622348719	16355.9866950392	43325.2211601484	14242.7330008644	940.487838347265	"WILLIAMS FORK BELOW WILLIAMS FORK RESERVOIR, CO"	149.49	"227"	14782	0.657	9716	66	"43"	"flow"	1	9716	0.75382302060599	0.135672523157103	0.00421170957452244	0	0	0	0.0616427857137643	0	0	0	0	3468	3468	9038500	28.1267259858344	28.1267259858344
9039000	9039000	0	8.96571312080202	115.892	109.6272	5.5575	0.0288	0	0	0	0	0	0	0	0	0	0	0.372748578026258	1.22473967075348	0.418060958385468	0.140497352743805	0.240888640284538	0.151306718587875	0	0	7.25514978713432	826.891364293247	3914.05533972345	0.240826804266041	0.0732552721499327	0.24097435543437	0	0	0	0	0	0	0	0	0	0	0	0	17.9806066131811	0.156125737897604	9.15044973458749	12.339845751349	0.166540256359647	3010.98813311024	7690.52560614921	26487.7305773188	1478.65252167656	1620.12861027734	1693.15780743159	43315.8456748636	30057.8617164219	39166.9756855476	2254.0580215503	"TROUBLESOME CREEK NEAR PEARMONT, CO."	31.06	"44"	2381	0.668	1589	52	"36"	"none"	1	1589	0.945942774307114	0.0479541297069686	0.00024850723087012	0	0	0	0	0	0	0	0	1589	1589	9039000	13.7110413143271	13.7110413143271
9041000	9041000	5044.11405675073	566.597889911934	227.707	5.0382	153.5958	62.9802	0	0	0	0	4.5441	0	0	0	0	0	0.907953421004376	1.94356274604797	1.04282557964325	0.186219986562537	0.31590935587883	0.214043863117695	0	0.0617807094204394	4.37511689820803	850.540915367687	4020.39557380092	0.119850070485317	0.0485083901680669	0.11985402293298	0	0	0	0	0	0	0	0	0	0	0	0	17.6409469604223	0.0861775119537507	5.82389074457692	10.0461179455759	0.204366978581121	2683.03705093658	7337.36150171184	23902.4388613589	700.965102058346	764.645426782967	663.989922838819	40202.2056210074	30965.7511231726	36205.6816544309	8914.46232621751	"MUDDY CREEK NEAR KREMMLING, CO."	131.3	"86"	11442	0.668	7638	59	"88"	"none"	1	7638	0.022125802017505	0.67453262306385	0.276584382561801	0	0	0	0.0199559082505149	0	0	0	0	7638	7638	9041000	33.5431058333736	33.5431058333736
9041090	9041090	225.104146914988	194.24802020473	147.9748	30.8268	106.3971	7.7814	0	0	0	0	2.7225	0	0	0	0	0	0.678771938657614	1.574347615242	0.780111894011497	0.197257688254426	0.322227448225021	0.236584041267633	0	0.149030105126008	6.1300398435501	961.976873682543	4029.79011298353	0.0368332986427419	0.00729245790499463	0.0369549409764365	0	0	0	0	0	0	0	0	0	0	0	0	13.5291972116883	0.186463547428523	5.8970273423906	10.7043249501924	0.184624060651216	2591.10389151131	5297.44764190397	31869.4301778933	754.121075197489	818.448064976175	1531.52834360059	25066.9344115197	41803.1333377663	22411.0601392938	5113.72163510331	"MUDDY CREEK ABOVE ANTELOPE CREEK NR. KREMMLING, CO"	82.26	"144"	12537	0.621	7782	96	"54"	"flow and dissolved-solids"	1	7782	0.208324660685468	0.719021752352428	0.0525859808561998	0	0	0	0.0183984029713167	0	0	0	0	144	144	9041090	0.973138669557249	0.973138669557249
9041400	9041400	198.109586468995	53.6862047022837	325.8087	142.4619	138.9519	28.2321	0	0	0	0	10.0134	0	0	0	0	0	0.630930999177097	2.15312528610229	0.775788187980652	0.2059521087114	0.33250966668129	0.237622603774071	0	0.162017773006062	8.57005098866199	973.092517251962	4017.49748701852	0.0751941246504467	0.0158890784684387	0.0761637120187398	0	0	0	0	0	0	0	0	0	0	0	0	13.4405596377023	0.217991053049243	6.44139297321922	11.7670382293836	0.179630282832741	2601.61413088277	5287.19931754675	34518.591034436	685.790304044893	751.005449563106	-179.032636843828	25094.0102682903	43807.1859457972	22107.5710596091	5166.26912486759	"MUDDY CRK BLW WOLFORD MTN RESER. NR KREMMLING, CO"	86.91	"267"	45711	0.657	30034	351	"112"	"flow and dissolved-solids"	1	30034	0.437256279528447	0.426483086547413	0.0866523822107881	0	0	0	0.0307339859248694	0	0	0	0	22252	22252	9041400	68.2977464997098	68.2977464997098
9041500	9041500	0	1.69976447795189	46.3844	18.9045	18.1629	9.3105	0	0	0	0	0	0	0	0	0	0	0.703537534182884	2.3583505153656	0.927530914545059	0.231435883883728	0.314515978097916	0.244906939566135	0	0.20338303395107	15.1581766315422	880.835438862044	4010.65271639242	0.0987810556997611	0.0170359000008624	0.101788532351394	0	0	0	0	0	0	0	0	0	0	0	0	16.222150851623	0.350356965774653	6.04876260347891	13.934246571161	0.152384132240671	2403.01668030852	3634.80852951095	41442.4763083296	641.957916712723	689.821782679149	2482.72829007977	11345.7217535015	56355.479383011	9196.69539031269	667.875847425306	"MUDDY CREEK AT KREMMLING, CO."	140.78	"287"	41458	0.679	28152	203	"98"	"none"	1	28152	0.407561593984184	0.391573460042601	0.20072481265253	0	0	0	0	0	0	0	0	-1882	-1882	9041500	-40.5739860815274	-40.5739860815274
